,side_effects
1588,"['hives', 'difficulty', 'breathing', 'swelling', 'face', 'lips', 'tongue', 'throat', 'AcipHex', 'Sprinkle', 'may', 'cause', 'serious', 'side', 'effects', 'Call', 'doctor', 'severe', 'stomach', 'pain', 'diarrhea', 'watery', 'bloody', 'sudden', 'pain', 'trouble', 'moving', 'hip', 'wrist', 'back', 'seizure', 'convulsions', 'kidney', 'problems', '--', 'fever', 'rash', 'nausea', 'loss', 'appetite', 'joint', 'pain', 'urinating', 'less', 'usual', 'blood', 'urine', 'swelling', 'rapid', 'weight', 'gain', 'new', 'worsening', 'symptoms', 'lupus', '--', 'joint', 'pain', 'skin', 'rash', 'cheeks', 'arms', 'worsens', 'sunlight', 'low', 'magnesium', '--', 'dizziness', 'fast', 'irregular', 'heart', 'rate', 'tremors', 'shaking', 'jerking', 'muscle', 'movements', 'feeling', 'jittery', 'muscle', 'cramps', 'muscle', 'spasms', 'hands', 'feet', 'cough', 'choking', 'feeling', 'signs', 'bleeding', 'also', 'take', 'warfarin', '--', 'headaches', 'dizziness', 'weakness', 'pain', 'swelling', 'bruising', 'unusual', 'bleeding', 'nosebleeds', 'bleeding', 'gums', 'red', 'pink', 'urine', 'heavy', 'menstrual', 'flow', 'bloody', 'tarry', 'stools', 'coughing', 'blood', 'vomit', 'looks', 'like', 'coffee', 'grounds', 'bleeding', 'stop', 'Taking', 'AcipHex', 'Sprinkle', 'long-term', 'may', 'cause', 'develop', 'stomach', 'growths', 'called', 'fundic', 'gland', 'polyps', 'Talk', 'doctor', 'risk', 'If', 'use', 'AcipHex', 'Sprinkle', 'longer', '3', 'years', 'could', 'develop', 'vitamin', 'B-12', 'deficiency', 'Talk', 'doctor', 'manage', 'condition', 'develop', 'Common', 'side', 'effects', 'AcipHex', 'Sprinkle', 'may', 'include', 'infection', 'pain', 'sore', 'throat', 'headache', 'nausea', 'vomiting', 'gas', 'diarrhea', 'constipation', 'stomach', 'pain']"
1589,"['WARNING/CAUTION', 'Even', 'though', 'may', 'rare', 'people', 'may', 'bad', 'sometimes', 'deadly', 'side', 'effects', 'taking', 'drug', 'Tell', 'doctor', 'get', 'medical', 'help', 'right', 'away', 'following', 'signs', 'symptoms', 'may', 'related', 'bad', 'side', 'effect', 'Signs', 'allergic', 'reaction', 'like', 'rash', 'hives', 'itching', 'red', 'swollen', 'blistered', 'peeling', 'skin', 'without', 'fever', 'wheezing', 'tightness', 'chest', 'throat', 'trouble', 'breathing', 'swallowing', 'talking', 'unusual', 'hoarseness', 'swelling', 'mouth', 'face', 'lips', 'tongue', 'throat', 'Alamag', 'side', 'effects']"
1590,"['WARNING/CAUTION', 'Even', 'though', 'may', 'rare', 'people', 'may', 'bad', 'sometimes', 'deadly', 'side', 'effects', 'taking', 'drug', 'Tell', 'doctor', 'get', 'medical', 'help', 'right', 'away', 'following', 'signs', 'symptoms', 'may', 'related', 'bad', 'side', 'effect', 'Signs', 'allergic', 'reaction', 'like', 'rash', 'hives', 'itching', 'red', 'swollen', 'blistered', 'peeling', 'skin', 'without', 'fever', 'wheezing', 'tightness', 'chest', 'throat', 'trouble', 'breathing', 'swallowing', 'talking', 'unusual', 'hoarseness', 'swelling', 'mouth', 'face', 'lips', 'tongue', 'throat', 'Alka-Seltzer', 'Heartburn', 'Gas', 'side', 'effects']"
1591,"['hives', 'difficult', 'breathing', 'swelling', 'face', 'lips', 'tongue', 'throat', 'This', 'medicine', 'may', 'cause', 'serious', 'side', 'effects', 'Stop', 'using', 'medicine', 'call', 'doctor', 'bone', 'pain', 'muscle', 'weakness', 'confusion', 'changes', 'mental', 'state', 'seizure', 'convulsions', 'pale', 'skin', 'feeling', 'light-headed', 'short', 'breath', 'rapid', 'heart', 'rate', 'Less', 'serious', 'side', 'effects', 'may', 'likely', 'may', 'none']"
1592,"['hives', 'difficult', 'breathing', 'swelling', 'face', 'lips', 'tongue', 'throat', 'Common', 'side', 'effects', 'may', 'include', 'diarrhea']"
1593,"['WARNING/CAUTION', 'Even', 'though', 'may', 'rare', 'people', 'may', 'bad', 'sometimes', 'deadly', 'side', 'effects', 'taking', 'drug', 'Tell', 'doctor', 'get', 'medical', 'help', 'right', 'away', 'following', 'signs', 'symptoms', 'may', 'related', 'bad', 'side', 'effect', 'Signs', 'allergic', 'reaction', 'like', 'rash', 'hives', 'itching', 'red', 'swollen', 'blistered', 'peeling', 'skin', 'without', 'fever', 'wheezing', 'tightness', 'chest', 'throat', 'trouble', 'breathing', 'swallowing', 'talking', 'unusual', 'hoarseness', 'swelling', 'mouth', 'face', 'lips', 'tongue', 'throat', 'Aluminum', 'hydroxide', 'magnesium', 'hydroxide', 'side', 'effects']"
1594,"['hives', 'difficult', 'breathing', 'swelling', 'face', 'lips', 'tongue', 'throat', 'The', 'medicine', 'may', 'cause', 'serious', 'side', 'effects', 'Stop', 'using', 'medicine', 'call', 'doctor', 'severe', 'stomach', 'pain', 'constipation', 'loss', 'appetite', 'pain', 'urinate', 'muscle', 'weakness', 'tiredness', 'extreme', 'drowsiness', 'bloody', 'tarry', 'stools', 'coughing', 'blood', 'vomit', 'looks', 'like', 'coffee', 'grounds', 'Less', 'serious', 'side', 'effects', 'may', 'likely', 'may', 'none']"
1595,"['hives', 'difficult', 'breathing', 'swelling', 'face', 'lips', 'tongue', 'throat', 'The', 'medicine', 'may', 'cause', 'serious', 'side', 'effects', 'Stop', 'using', 'medicine', 'call', 'doctor', 'severe', 'stomach', 'pain', 'constipation', 'loss', 'appetite', 'pain', 'urinate', 'muscle', 'weakness', 'tiredness', 'extreme', 'drowsiness', 'bloody', 'tarry', 'stools', 'coughing', 'blood', 'vomit', 'looks', 'like', 'coffee', 'grounds', 'Less', 'serious', 'side', 'effects', 'may', 'likely', 'may', 'none']"
1596,"['hives', 'difficulty', 'breathing', 'swelling', 'face', 'lips', 'tongue', 'throat', 'Stop', 'using', 'Axid', 'AR', 'call', 'doctor', 'worsening', 'heartburn', 'chest', 'pain', 'pale', 'skin', 'feeling', 'light-headed', 'short', 'breath', 'jaundice', 'yellowing', 'skin', 'eyes', 'Common', 'Axid', 'AR', 'side', 'effects', 'may', 'include', 'headache', 'dizziness', 'diarrhea', 'runny', 'stuffy', 'nose']"
1597,"['hives', 'difficult', 'breathing', 'swelling', 'face', 'lips', 'tongue', 'throat', 'Belladonna', 'may', 'cause', 'serious', 'side', 'effects', 'Call', 'doctor', 'fever', 'fast', 'heartbeats', 'severe', 'diarrhea', 'severe', 'constipation', 'seizure', 'unusual', 'changes', 'mood', 'behavior', 'hallucinations', 'red', 'dry', 'skin', 'dilated', 'pupils', 'painful', 'difficult', 'urination', 'Common', 'side', 'effects', 'belladonna', 'may', 'include', 'dry', 'mouth', 'blurred', 'vision', 'muscle', 'spasms', 'constipation', 'decreased', 'urination', 'decreased', 'sweating']"
1598,"['hives', 'difficult', 'breathing', 'swelling', 'face', 'lips', 'tongue', 'throat', 'Stop', 'using', 'calcium', 'carbonate', 'famotidine', 'magnesium', 'hydroxide', 'call', 'doctor', 'heartburn', 'gets', 'worse', 'still', 'heartburn', '2', 'weeks', 'taking', 'calcium', 'carbonate', 'famotidine', 'magnesium', 'hydroxide', 'Less', 'serious', 'side', 'effects', 'may', 'likely', 'may', 'none']"
1599,"['hives', 'difficult', 'breathing', 'swelling', 'face', 'lips', 'tongue', 'throat']"
1600,"['WARNING/CAUTION', 'Even', 'though', 'may', 'rare', 'people', 'may', 'bad', 'sometimes', 'deadly', 'side', 'effects', 'taking', 'drug', 'Tell', 'doctor', 'get', 'medical', 'help', 'right', 'away', 'following', 'signs', 'symptoms', 'may', 'related', 'bad', 'side', 'effect', 'Signs', 'allergic', 'reaction', 'like', 'rash', 'hives', 'itching', 'red', 'swollen', 'blistered', 'peeling', 'skin', 'without', 'fever', 'wheezing', 'tightness', 'chest', 'throat', 'trouble', 'breathing', 'swallowing', 'talking', 'unusual', 'hoarseness', 'swelling', 'mouth', 'face', 'lips', 'tongue', 'throat', 'Calcium', 'carbonate', 'simethicone', 'side', 'effects']"
1601,"['WARNING/CAUTION', 'Even', 'though', 'may', 'rare', 'people', 'may', 'bad', 'sometimes', 'deadly', 'side', 'effects', 'taking', 'drug', 'Tell', 'doctor', 'get', 'medical', 'help', 'right', 'away', 'following', 'signs', 'symptoms', 'may', 'related', 'bad', 'side', 'effect', 'Signs', 'allergic', 'reaction', 'like', 'rash', 'hives', 'itching', 'red', 'swollen', 'blistered', 'peeling', 'skin', 'without', 'fever', 'wheezing', 'tightness', 'chest', 'throat', 'trouble', 'breathing', 'swallowing', 'talking', 'unusual', 'hoarseness', 'swelling', 'mouth', 'face', 'lips', 'tongue', 'throat', 'Di-Gel', 'side', 'effects']"
1602,"['hives', 'difficult', 'breathing', 'swelling', 'face', 'lips', 'tongue', 'throat', 'Stop', 'using', 'Dual', 'Action', 'Complete', 'call', 'doctor', 'heartburn', 'gets', 'worse', 'still', 'heartburn', '2', 'weeks', 'taking', 'Dual', 'Action', 'Complete', 'Less', 'serious', 'side', 'effects', 'may', 'likely', 'may', 'none']"
1603,"['hives', 'difficult', 'breathing', 'swelling', 'face', 'lips', 'tongue', 'throat', 'Stop', 'using', 'Duo', 'Fusion', 'call', 'doctor', 'heartburn', 'gets', 'worse', 'still', 'heartburn', '2', 'weeks', 'taking', 'Duo', 'Fusion', 'Less', 'serious', 'side', 'effects', 'may', 'likely', 'may', 'none']"
1604,"['WARNING/CAUTION', 'Even', 'though', 'may', 'rare', 'people', 'may', 'bad', 'sometimes', 'deadly', 'side', 'effects', 'taking', 'drug', 'Tell', 'doctor', 'get', 'medical', 'help', 'right', 'away', 'following', 'signs', 'symptoms', 'may', 'related', 'bad', 'side', 'effect', 'Signs', 'allergic', 'reaction', 'like', 'rash', 'hives', 'itching', 'red', 'swollen', 'blistered', 'peeling', 'skin', 'without', 'fever', 'wheezing', 'tightness', 'chest', 'throat', 'trouble', 'breathing', 'swallowing', 'talking', 'unusual', 'hoarseness', 'swelling', 'mouth', 'face', 'lips', 'tongue', 'throat', 'Gas-X', 'Maalox', 'Extra', 'Strength', 'side', 'effects']"
1605,"['hives', 'difficult', 'breathing', 'swelling', 'face', 'lips', 'tongue', 'throat', 'This', 'medicine', 'may', 'cause', 'serious', 'side', 'effects', 'Stop', 'using', 'medicine', 'call', 'doctor', 'bone', 'pain', 'muscle', 'weakness', 'confusion', 'changes', 'mental', 'state', 'seizure', 'convulsions', 'pale', 'skin', 'feeling', 'light-headed', 'short', 'breath', 'rapid', 'heart', 'rate', 'Less', 'serious', 'side', 'effects', 'may', 'likely', 'may', 'none']"
1606,"['hives', 'difficult', 'breathing', 'swelling', 'face', 'lips', 'tongue', 'throat', 'This', 'medicine', 'may', 'cause', 'serious', 'side', 'effects', 'Stop', 'using', 'medicine', 'call', 'doctor', 'bone', 'pain', 'muscle', 'weakness', 'confusion', 'changes', 'mental', 'state', 'seizure', 'convulsions', 'pale', 'skin', 'feeling', 'light-headed', 'short', 'breath', 'rapid', 'heart', 'rate', 'Less', 'serious', 'side', 'effects', 'may', 'likely', 'may', 'none']"
1607,"['hives', 'difficult', 'breathing', 'swelling', 'face', 'lips', 'tongue', 'throat', 'This', 'medicine', 'may', 'cause', 'serious', 'side', 'effects', 'Stop', 'using', 'medicine', 'call', 'doctor', 'bone', 'pain', 'muscle', 'weakness', 'confusion', 'changes', 'mental', 'state', 'seizure', 'convulsions', 'pale', 'skin', 'feeling', 'light-headed', 'short', 'breath', 'rapid', 'heart', 'rate', 'Less', 'serious', 'side', 'effects', 'may', 'likely', 'may', 'none']"
1608,"['hives', 'difficult', 'breathing', 'swelling', 'face', 'lips', 'tongue', 'throat', 'This', 'medicine', 'may', 'cause', 'serious', 'side', 'effects', 'Stop', 'using', 'medicine', 'call', 'doctor', 'bone', 'pain', 'muscle', 'weakness', 'confusion', 'changes', 'mental', 'state', 'seizure', 'convulsions', 'pale', 'skin', 'feeling', 'light-headed', 'short', 'breath', 'rapid', 'heart', 'rate', 'Less', 'serious', 'side', 'effects', 'may', 'likely', 'may', 'none']"
1609,"['WARNING/CAUTION', 'Even', 'though', 'may', 'rare', 'people', 'may', 'bad', 'sometimes', 'deadly', 'side', 'effects', 'taking', 'drug', 'Tell', 'doctor', 'get', 'medical', 'help', 'right', 'away', 'following', 'signs', 'symptoms', 'may', 'related', 'bad', 'side', 'effect', 'Signs', 'allergic', 'reaction', 'like', 'rash', 'hives', 'itching', 'red', 'swollen', 'blistered', 'peeling', 'skin', 'without', 'fever', 'wheezing', 'tightness', 'chest', 'throat', 'trouble', 'breathing', 'swallowing', 'talking', 'unusual', 'hoarseness', 'swelling', 'mouth', 'face', 'lips', 'tongue', 'throat', 'Mintox', 'Plus', 'side', 'effects']"
1610,"['hives', 'difficult', 'breathing', 'swelling', 'face', 'lips', 'tongue', 'throat']"
1611,"['hives', 'difficult', 'breathing', 'swelling', 'face', 'lips', 'tongue', 'throat', 'This', 'medicine', 'may', 'cause', 'serious', 'side', 'effects', 'Stop', 'using', 'medicine', 'call', 'doctor', 'bone', 'pain', 'muscle', 'weakness', 'confusion', 'changes', 'mental', 'state', 'seizure', 'convulsions', 'pale', 'skin', 'feeling', 'light-headed', 'short', 'breath', 'rapid', 'heart', 'rate', 'Less', 'serious', 'side', 'effects', 'may', 'likely', 'may', 'none']"
1612,"['hives', 'difficult', 'breathing', 'swelling', 'face', 'lips', 'tongue', 'throat']"
1613,"['hives', 'difficult', 'breathing', 'swelling', 'face', 'lips', 'tongue', 'throat', 'This', 'medicine', 'may', 'cause', 'serious', 'side', 'effects', 'Stop', 'using', 'medicine', 'call', 'doctor', 'bone', 'pain', 'muscle', 'weakness', 'confusion', 'changes', 'mental', 'state', 'seizure', 'convulsions', 'pale', 'skin', 'feeling', 'light-headed', 'short', 'breath', 'rapid', 'heart', 'rate', 'Less', 'serious', 'side', 'effects', 'may', 'likely', 'may', 'none']"
1614,['nan']
1615,['nan']
1616,"['WARNING/CAUTION', 'Even', 'though', 'may', 'rare', 'people', 'may', 'bad', 'sometimes', 'deadly', 'side', 'effects', 'taking', 'drug', 'Tell', 'doctor', 'get', 'medical', 'help', 'right', 'away', 'following', 'signs', 'symptoms', 'may', 'related', 'bad', 'side', 'effect', 'Signs', 'allergic', 'reaction', 'like', 'rash', 'hives', 'itching', 'red', 'swollen', 'blistered', 'peeling', 'skin', 'without', 'fever', 'wheezing', 'tightness', 'chest', 'throat', 'trouble', 'breathing', 'swallowing', 'talking', 'unusual', 'hoarseness', 'swelling', 'mouth', 'face', 'lips', 'tongue', 'throat', 'Tums', 'Chewy', 'Bites', 'Gas', 'Relief', 'Lemon', 'Strawberry', 'side', 'effects']"
1617,['nan']
1618,"['Stop', 'using', 'medicine', 'get', 'emergency', 'medical', 'help', 'signs', 'allergic', 'reaction', 'allopurinol', 'hives', 'difficult', 'breathing', 'swelling', 'face', 'throat', 'severe', 'skin', 'reaction', 'fever', 'sore', 'throat', 'burning', 'eyes', 'skin', 'pain', 'red', 'purple', 'skin', 'rash', 'blistering', 'peeling', 'Seek', 'medical', 'treatment', 'serious', 'drug', 'reaction', 'affect', 'many', 'parts', 'body', 'Symptoms', 'may', 'include', 'skin', 'rash', 'fever', 'swollen', 'glands', 'muscle', 'aches', 'severe', 'weakness', 'unusual', 'bruising', 'yellowing', 'skin', 'eyes', 'Stop', 'using', 'allopurinol', 'call', 'doctor', 'skin', 'rash', 'matter', 'mild', 'painful', 'urination', 'blood', 'urine', 'little', 'urination', 'easy', 'bruising', 'unusual', 'bleeding', 'numbness', 'tingling', 'burning', 'pain', 'worsening', 'gout', 'symptoms', 'liver', 'problems', 'loss', 'appetite', 'weight', 'loss', 'stomach', 'pain', 'upper', 'right', 'side', 'itching', 'dark', 'urine', 'clay-colored', 'stools', 'jaundice', 'yellowing', 'skin', 'eyes', 'Common', 'allopurinol', 'side', 'effects', 'may', 'include', 'increase', 'gout', 'attacks', 'first', 'starting', 'taking', 'allopurinol', 'oral', 'rash', 'drowsiness', 'fever', 'chills', 'abnormal', 'liver', 'function', 'tests', 'nausea', 'diarrhea', 'joint', 'pain']"
1619,"['skin', 'rash', 'fever', 'swollen', 'glands', 'flu-like', 'symptoms', 'muscle', 'aches', 'severe', 'weakness', 'unusual', 'bruising', 'yellowing', 'skin', 'eyes', 'This', 'reaction', 'may', 'occur', 'several', 'weeks', 'began', 'using', 'Uloric', 'Call', 'doctor', 'light-headed', 'feeling', 'like', 'might', 'pass', 'heart', 'attack', 'symptoms', 'chest', 'pain', 'pressure', 'pain', 'spreading', 'jaw', 'shoulder', 'fast', 'heartbeats', 'shortness', 'breath', 'liver', 'problems', 'stomach', 'pain', 'upper', 'right', 'side', 'unusual', 'tiredness', 'dark', 'urine', 'jaundice', 'yellowing', 'skin', 'eyes', 'signs', 'stroke', 'sudden', 'numbness', 'weakness', 'especially', 'one', 'side', 'body', 'sudden', 'severe', 'headache', 'slurred', 'speech', 'problems', 'vision', 'balance', 'Common', 'Uloric', 'side', 'effects', 'may', 'include', 'gout', 'flares', 'joint', 'pain', 'nausea', 'mild', 'rash', 'abnormal', 'liver', 'function', 'tests']"
1620,"['Along', 'needed', 'effects', 'medicine', 'may', 'cause', 'unwanted', 'effects', 'Although', 'side', 'effects', 'may', 'occur', 'occur', 'may', 'need', 'medical', 'attention', 'Check', 'doctor', 'immediately', 'following', 'side', 'effects', 'occur', 'More', 'common', 'Ankle', 'knee', 'great', 'toe', 'joint', 'pain', 'joint', 'stiffness', 'swelling', 'rash', 'rash', 'flat', 'lesions', 'small', 'raised', 'lesions', 'skin', 'Rare', 'Agitation', 'ammonia-like', 'breath', 'odor', 'anxiety', 'bleeding', 'gums', 'blistering', 'peeling', 'loosening', 'skin', 'blood', 'urine', 'stools', 'bloody', 'nose', 'bloody', 'black', 'tarry', 'stools', 'blue', 'pale', 'skin', 'bruising', 'changes', 'skin', 'color', 'chest', 'pain', 'discomfort', 'chest', 'pain', 'possibly', 'moving', 'left', 'arm', 'neck', 'shoulder', 'chills', 'clay-colored', 'stools', 'cloudy', 'urine', 'confusion', 'constipation', 'cough', 'coughing', 'blood', 'cracks', 'skin', 'dark', 'urine', 'decreased', 'awareness', 'responsiveness', 'decreased', 'urine', 'output', 'depression', 'diarrhea', 'difficulty', 'breathing', 'dizziness', 'drowsiness', 'dry', 'mouth', 'feeling', 'warmth', 'heat', 'fever', 'flushing', 'redness', 'skin', 'especially', 'face', 'neck', 'general', 'feeling', 'discomfort', 'illness', 'headache', 'hives', 'welts', 'itching', 'skin', 'rash', 'hoarseness', 'hostility', 'incoherent', 'speech', 'increased', 'urination', 'irritability', 'joint', 'muscle', 'pain', 'large', 'flat', 'blue', 'purplish', 'patches', 'skin', 'light-colored', 'stools', 'loss', 'appetite', 'loss', 'consciousness', 'loss', 'heat', 'body', 'lower', 'back', 'side', 'pain', 'metallic', 'taste', 'muscle', 'twitching', 'muscle', 'weakness', 'nausea', 'noisy', 'breathing', 'pain', 'tenderness', 'swelling', 'foot', 'leg', 'painful', 'difficult', 'urination', 'pinpoint', 'red', 'purple', 'spots', 'skin', 'rapid', 'weight', 'gain', 'red', 'irritated', 'eyes', 'red', 'swollen', 'skin', 'redness', 'soreness', 'itching', 'skin', 'right', 'upper', 'abdominal', 'stomach', 'pain', 'fullness', 'scaly', 'skin', 'seizures', 'severe', 'sleepiness', 'severe', 'stomach', 'pain', 'slow', 'irregular', 'heartbeat', 'sore', 'throat', 'sores', 'ulcers', 'white', 'spots', 'lips', 'mouth', 'sores', 'welting', 'blisters', 'stomach', 'pain', 'sweating', 'swelling', 'face', 'ankles', 'hands', 'lower', 'legs', 'swollen', 'painful', 'glands', 'swollen', 'painful', 'tender', 'lymph', 'glands', 'neck', 'armpit', 'groin', 'thirst', 'tightness', 'chest', 'unpleasant', 'breath', 'odor', 'unusual', 'bleeding', 'bruising', 'unusual', 'drowsiness', 'dullness', 'tiredness', 'weakness', 'feeling', 'sluggishness', 'unusual', 'weight', 'gain', 'loss', 'vomiting', 'vomiting', 'blood', 'material', 'looks', 'like', 'coffee', 'grounds', 'yellow', 'eyes', 'skin', 'Some', 'side', 'effects', 'may', 'occur', 'usually', 'need', 'medical', 'attention', 'These', 'side', 'effects', 'may', 'go', 'away', 'treatment', 'body', 'adjusts', 'medicine', 'Also', 'health', 'care', 'professional', 'may', 'able', 'tell', 'ways', 'prevent', 'reduce', 'side', 'effects', 'Check', 'health', 'care', 'professional', 'following', 'side', 'effects', 'continue', 'bothersome', 'questions', 'Rare', 'Bad', 'unusual', 'unpleasant', 'taste', 'blindness', 'blue-yellow', 'color', 'blindness', 'blurred', 'vision', 'body', 'aches', 'pain', 'burning', 'feeling', 'chest', 'stomach', 'burning', 'crawling', 'itching', 'numbness', 'prickling', '``', 'pins', 'needles', ""''"", 'tingling', 'feelings', 'burning', 'dry', 'itching', 'eyes', 'change', 'taste', 'change', 'vision', 'congestion', 'continuing', 'ringing', 'buzzing', 'unexplained', 'noise', 'ears', 'decreased', 'interest', 'sexual', 'intercourse', 'decreased', 'vision', 'difficulty', 'moving', 'discharge', 'excessive', 'tearing', 'feeling', 'constant', 'movement', 'self', 'surroundings', 'hair', 'loss', 'thinning', 'hair', 'hearing', 'loss', 'impaired', 'vision', 'inability', 'keep', 'erection', 'indigestion', 'lack', 'loss', 'strength', 'loss', 'sexual', 'ability', 'desire', 'drive', 'performance', 'loss', 'appetite', 'loss', 'memory', 'multiple', 'swollen', 'inflamed', 'skin', 'lesions', 'muscle', 'pain', 'cramps', 'stiffness', 'muscular', 'pain', 'tenderness', 'wasting', 'weakness', 'problems', 'memory', 'redness', 'pain', 'swelling', 'eye', 'eyelid', 'inner', 'lining', 'eyelid', 'runny', 'nose', 'sensation', 'spinning', 'sensitivity', 'light', 'sleepiness', 'unusual', 'drowsiness', 'sleeplessness', 'sneezing', 'stomach', 'upset', 'stuffy', 'nose', 'sweating', 'swelling', 'breasts', 'breast', 'soreness', 'females', 'males', 'swelling', 'salivary', 'glands', 'swelling', 'inflammation', 'mouth', 'tearing', 'tender', 'swollen', 'glands', 'neck', 'tenderness', 'stomach', 'area', 'throbbing', 'pain', 'trouble', 'getting', 'pregnant', 'trouble', 'sleeping', 'trouble', 'swallowing', 'unsteadiness', 'awkwardness', 'voice', 'changes', 'weakness', 'arms', 'hands', 'legs', 'feet', 'weight', 'loss', 'Other', 'side', 'effects', 'listed', 'may', 'also', 'occur', 'patients', 'If', 'notice', 'effects', 'check', 'healthcare', 'professional', 'Call', 'doctor', 'medical', 'advice', 'side', 'effects', 'You', 'may', 'report', 'side', 'effects', 'FDA', '1-800-FDA-1088', 'Zyloprim', 'side', 'effects']"
